Time ,cpuUsage ,cost ,latency ,numberOfVMs , ongoingAction, targetedNodeID
Mon Feb 10 14:34:50 UTC 2014,18.4,0.12,0.1259,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:34:55 UTC 2014,18.4,0.12,0.1259,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:35:00 UTC 2014,24.4,0.12,0.126,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:35:05 UTC 2014,24.4,0.12,0.126,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:35:10 UTC 2014,24.4,0.12,0.126,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:35:15 UTC 2014,24.4,0.12,0.126,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:35:20 UTC 2014,18.5,0.12,0.126,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:35:25 UTC 2014,18.5,0.12,0.126,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:35:31 UTC 2014,18.5,0.12,0.1261,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:35:36 UTC 2014,18.5,0.12,0.1261,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:35:41 UTC 2014,24.2,0.12,0.1261,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:35:46 UTC 2014,24.2,0.12,0.1261,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:35:51 UTC 2014,24.2,0.12,0.126,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:35:56 UTC 2014,24.2,0.12,0.126,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:36:01 UTC 2014,18.5,0.12,0.126,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:36:06 UTC 2014,18.5,0.12,0.126,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:36:11 UTC 2014,18.5,0.12,0.126,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:36:16 UTC 2014,18.5,0.12,0.126,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:36:21 UTC 2014,35.3,0.12,0.1261,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:36:26 UTC 2014,35.3,0.12,0.1261,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:36:31 UTC 2014,35.3,0.12,0.1261,1.0,EventProcessingServiceUnit_scaleIn,
