Time ,cpuUsage ,cost ,latency ,numberOfVMs , ongoingAction, targetedNodeID
Mon Feb 10 20:08:20 UTC 2014,69.4,0.12,0.2809,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:08:25 UTC 2014,69.4,0.12,0.2809,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:08:30 UTC 2014,57.2,0.12,0.2823,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:08:36 UTC 2014,57.2,0.12,0.2823,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:08:41 UTC 2014,57.2,0.12,0.2823,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:08:46 UTC 2014,57.2,0.12,0.2823,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:08:51 UTC 2014,57.2,0.12,0.2814,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:08:57 UTC 2014,57.2,0.12,0.2814,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:09:02 UTC 2014,72.6,0.12,0.2808,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:09:07 UTC 2014,72.6,0.12,0.2808,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:09:12 UTC 2014,72.6,0.12,0.2808,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:09:18 UTC 2014,72.6,0.12,0.2808,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:09:23 UTC 2014,60.9,0.12,0.2799,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:09:28 UTC 2014,60.9,0.12,0.2799,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:09:33 UTC 2014,73.6,0.12,0.2805,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:09:38 UTC 2014,73.6,0.12,0.2805,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:09:43 UTC 2014,73.6,0.12,0.2805,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:09:48 UTC 2014,73.6,0.12,0.2805,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:09:53 UTC 2014,57.8,0.12,0.2797,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:09:58 UTC 2014,57.8,0.12,0.2797,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:10:04 UTC 2014,57.8,0.12,0.2797,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:10:09 UTC 2014,57.8,0.12,0.2797,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:10:14 UTC 2014,54.1,0.12,0.2793,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:10:19 UTC 2014,54.1,0.12,0.2793,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:10:24 UTC 2014,63.8,0.12,0.2791,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:10:29 UTC 2014,63.8,0.12,0.2791,1.0,DataNodeServiceUnit_scaleIn,
