Time ,cpuUsage ,cost ,latency ,numberOfVMs , ongoingAction, targetedNodeID
Tue Feb 18 09:55:42 UTC 2014,30.4,0.12,0.3217,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 09:55:51 UTC 2014,28.2,0.12,0.321,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 09:56:00 UTC 2014,28.2,0.12,0.321,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 09:56:09 UTC 2014,24.2,0.12,0.3202,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 09:56:18 UTC 2014,24.2,0.12,0.3202,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 09:56:27 UTC 2014,24.2,0.12,0.3187,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:56:36 UTC 2014,28.6,0.12,0.3187,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:56:41 UTC 2014,37.7,0.12,0.3175,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:56:46 UTC 2014,37.7,0.12,0.3175,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:56:51 UTC 2014,37.7,0.12,0.3175,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:56:56 UTC 2014,37.7,0.12,0.3175,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:57:01 UTC 2014,37.7,0.12,0.3175,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:57:07 UTC 2014,37.7,0.12,0.3169,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:57:12 UTC 2014,37.7,0.12,0.3169,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:57:17 UTC 2014,37.7,0.12,0.3169,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:57:22 UTC 2014,37.7,0.12,0.3169,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:57:27 UTC 2014,28.7,0.12,0.3152,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:57:32 UTC 2014,28.7,0.12,0.3152,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:57:37 UTC 2014,28.7,0.12,0.3152,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:57:43 UTC 2014,32.5,0.12,0.3144,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:57:48 UTC 2014,32.5,0.12,0.3144,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:57:53 UTC 2014,26.1,0.12,0.3137,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:57:58 UTC 2014,26.1,0.12,0.3137,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:58:03 UTC 2014,26.1,0.12,0.3137,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:58:08 UTC 2014,26.1,0.12,0.3137,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:58:14 UTC 2014,26.1,0.12,0.3137,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:58:19 UTC 2014,26.1,0.12,0.3136,1.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 09:58:24 UTC 2014,26.1,0.12,0.3136,1.0,DataNodeServiceUnit_scaleOut,
